Product,Price,Link
"CLX SET Gaming PC - AMD Ryzen 5 3600 3.6GHz 6-Core,  16GB DDR4 2666, GeForce GTX 1660 Super 6GB, 480GB SSD + 2TB HDD, WiFi,  Black Mini-Tower RGB,  Windows 10 Home",$1549,https://www.newegg.com/clx-tgmsetgxm0506bm/p/3D5-000B-00112?Description=gaming&cm_re=gaming-_-3D5-000B-00112-_-Product
ASUS ROG Strix GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card ROG-STRIX-RTX3070TI-O8G-GAMING,$1550,https://www.newegg.com/asus-geforce-rtx-3070-ti-rog-strix-rtx3070ti-o8g-gaming/p/N82E16814126511?Description=gaming&cm_re=gaming-_-14-126-511-_-Product
ABS Master Gaming PC - Windows 10 Home - Intel i7 10700F - GeForce RTX 3060 - 16GB DDR4 3000MHz - 1TB Intel M.2 NVMe SSD - EVGA XR1 Capture Device,$1599,https://www.newegg.com/abs-ali525/p/N82E16883360130?Description=gaming&cm_re=gaming-_-83-360-130-_-Product
"Skytech Shadow 3.0 Gaming PC Desktop - AMD Ryzen 5 3600 3.6GHz, RTX 3060 Ti 8GB GDDR6, 16GB DDR4 3000, 1TB NVMe SSD, 600W Gold PSU, AC WiFi, Windows 10 Home 64-bit",$1599,https://www.newegg.com/p/3D5-000Z-00041?Description=gaming&cm_re=gaming-_-9SIA08CFU10864-_-Product
"ASUS TUF Gaming NVIDIA GeForce RTX 3080 V2 OC Edition Graphics Card (PCIe 4.0, 10GB GDDR6X, LHR, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings, Military-grade Certification, GPU Tweak II)",$1672,https://www.newegg.com/asus-geforce-rtx-3080-tuf-rtx3080-o10g-v2-gaming/p/N82E16814126525?Description=gaming&cm_re=gaming-_-14-126-525-_-Product
"Velztorm Archux Gaming & Entertainment Desktop PC (AMD Ryzen 7 3700X 8-Core, 16GB RAM, 1TB PCIe SSD + 3TB HDD (3.5), NVIDIA RTX 3060, 4xUSB 3.1, 1xUSB 3.0, 2xHDMI, Win 10 Home)",$1699,https://www.newegg.com/velztorm-archux/p/3D5-000W-00468?Description=gaming&cm_re=gaming-_-3D5-000W-00468-_-Product
iBUYPOWER Gaming Desktop Slate5MR 236i Intel Core i5 12th Gen 12600KF (3.70 GHz) 16GB DDR4 1TB HDD 500 GB NVMe SSD NVIDIA GeForce RTX 3060 Windows 11 Home 64-bit,$1699,https://www.newegg.com/ibuypower-slate5mr-236i/p/N82E16883227967?Description=gaming&cm_re=gaming-_-83-227-967-_-Product
Yeyian Gaming Desktop Kunai X21 Intel Core i5 12th Gen 12600K (3.70 GHz) 16GB DDR4 1 TB NVMe Gen 4 SSD NVIDIA GeForce RTX 3060 Windows 11 Home 64-bit,$1699,https://www.newegg.com/yeyian-kunai-x21/p/N82E16883630008?Description=gaming&cm_re=gaming-_-83-630-008-_-Product
CyberpowerPC Gaming Desktop Gamer Supreme Liquid Cool SLC10000CPGV7 Intel Core i7 11th Gen 11700KF (3.60 GHz) 16 GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3060 Windows 10 Home 64-bit,$1719,https://www.newegg.com/cyberpowerpc-slc10000cpgv7-gamer-supreme-liquid-cool/p/N82E16883230623?Description=gaming&cm_re=gaming-_-9SIA1CZFN55568-_-Product
Acer Gaming Desktop Predator Orion 3000 PO3-630-UR12 Intel Core i7 11th Gen 11700F (2.50GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3060 Ti Windows 10 Home 64-bit,$1749,https://www.newegg.com/acer-po3-630-ur12-predator-orion-3000/p/N82E16883101846?Description=gaming&cm_re=gaming-_-83-101-846-_-Product
"SkyTech Shadow 3.0 Gaming Computer PC Desktop - Ryzen 5 3600 6-Core 3.6GHz, RTX 3060 12GB, 1TB SSD, 16GB DDR4 3000, RGB Fans, AC WiFi, 600W Gold PSU, Windows 10 Home 64-bit, Black",$1749,https://www.newegg.com/skytech-st-shadow-0182-shadow-3-0-gaming-computer-pc-desktop/p/3D5-000Z-00031?Description=gaming&cm_re=gaming-_-3D5-000Z-00031-_-Product
IPASON - Gaming Desktop - Ryzen5 5600X (6 Core up to 4.7GHz 7nm) - Nvidia RTX 3060 12GB  - 1TB SSD NVMe - 16GB(8GB*2) 3200MHz - B550M Motherboard - Windows 10 home - RGB Fans - Gaming PC,$1799,https://www.newegg.com/p/3D5-001U-000X9?Item=9SIAU1ZGMK3861&Description=gaming&cm_re=gaming-_-9SIAU1ZGMK3861-_-Product&cm_sp=SP-_-925442-_-0-_-1-_-9SIAU1ZGMK3861-_-gaming-_-gaming-_-6
ASUS TUF Gaming Radeon RX 6900 XT 16GB GDDR6 PCI Express 4.0 CrossFireX Support Video Card TUF-RX6900XT-O16G-GAMING,$1843,https://www.newegg.com/asus-tuf-rx6900xt-o16g-gaming/p/N82E16814126487?Description=gaming&cm_re=gaming-_-14-126-487-_-Product
iBUYPOWER Gaming Desktop Element MR 208i Intel Core i7 11th Gen 11700F (2.50GHz) 16GB DDR4 1TB HDD 240 GB SSD NVIDIA GeForce RTX 2060 Windows 10 Home 64-bit,$1879,https://www.newegg.com/ibuypower-element-mr-208i/p/N82E16883227946?Description=gaming&cm_re=gaming-_-9SIA8X5H4T0454-_-Product
Acer Gaming Desktop Predator Orion 3000 PO3-630-UR13 Intel Core i7 11th Gen 11700F (2.50GHz) 16GB DDR4 1TB HDD 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Windows 10 Home 64-bit,$1899,https://www.newegg.com/acer-po3-630-ur13-predator-orion-3000/p/N82E16883101847?Description=gaming&cm_re=gaming-_-83-101-847-_-Product
ABS Master Gaming PC - Windows 10 Home - Intel i9 11900KB Beast Canyon NUC - Asus GeForce RTX 3060 - G.Skill Ripjaws 16GB (2x8GB) DDR4 3200MHz - Intel 1TB M.2 NVMe SSD,$1999,https://www.newegg.com/abs-ali589/p/N82E16883360224?Description=gaming&cm_re=gaming-_-83-360-224-_-Product
"Cobratype Keelback Gaming Desktop PC - RTX 3060, Intel Core i5 11400f (Up to 4.4Ghz), 32GB DDR4, 1TB NVMe, AIO Liquid Cooler, Windows 10 Pro",$1999,https://www.newegg.com/p/3D5-000D-000R7?Item=9SIAHT3ESA2180&Description=gaming&cm_re=gaming-_-9SIAHT3ESA2180-_-Product&cm_sp=SP-_-574846-_-0-_-6-_-9SIAHT3ESA2180-_-gaming-_-gaming-_-10
"Cobratype Boiga Gaming Desktop PC - Intel Core i5-11600K, NVIDIA RTX 3060, 16 GB DDR4, 1 TB NVMe, Windows 11 Pro, AIO Liquid Cooler",$1999,https://www.newegg.com/p/3D5-000D-000Z1?Description=gaming&cm_re=gaming-_-3D5-000D-000Z1-_-Product
Yeyian Gaming Desktop Katana X02 YPB-KAT-X02 Intel Core i7 10th Gen 10700KF (3.80GHz) 16GB DDR4 1 TB NVMe SSD NVIDIA GeForce RTX 3070 Windows 10 Home 64-bit,$1999,https://www.newegg.com/yeyian-ypb-kat-x02-katana-x02/p/N82E16883630007?Description=gaming&cm_re=gaming-_-83-630-007-_-Product
Skytech Shiva - AMD Ryzen 5 5600X - GeForce RTX 3070 - 16 GB DDR4 - 1 TB NVMe SSD - Windows 10 Home - Gaming Desktop,$1999,https://www.newegg.com/skytech-st-shiva-0128/p/N82E16883289092?Description=gaming&cm_re=gaming-_-9SIA08CGBE3078-_-Product
"ASUS ROG Strix G15CE Gaming & Entertainment Desktop PC (Intel i7-11700KF 8-Core, 16GB RAM, 1TB PCIe SSD + 2TB HDD (3.5), NVIDIA GeForce RTX 3060, Wifi, Bluetooth, 6xUSB 3.1, 2xHDMI, Win 10 Home)",$1999,https://www.newegg.com/asus-rog-strix-g15ce/p/3D5-000F-01DU6?Description=gaming&cm_re=gaming-_-9SIA7ABG8B2955-_-Product
CyberpowerPC Gaming Desktop Gamer Master GM60600 Ryzen 5 5000 Series 5600X (3.70GHz) 16GB DDR4 1 TB SSD NVIDIA GeForce RTX 3070 Ti Windows 10 Home 64-bit,$2049,https://www.newegg.com/cyberpowerpc-gamer-master-gm60600/p/N82E16883230638?Description=gaming&cm_re=gaming-_-83-230-638-_-Product
"Cobratype Titanoboa Gaming Desktop PC - Ryzen 5600X, RTX 3060, 16GB DDR4, 1TB NVMe, AIO Liquid Cooler, Windows 10 Pro",$2049,https://www.newegg.com/p/3D5-000D-000M2?Description=gaming&cm_re=gaming-_-3D5-000D-000M2-_-Product
"ASUS ROG Strix GA15DK Gaming Desktop PC, AMD Ryzen 7 5800X, GeForce RTX 3070, 16GB DDR4 RAM, 1TB SSD, Wi-Fi 5, Windows 10 Home, GA15DK-DS776",$2065,https://www.newegg.com/asus-ga15dk-ds776/p/N82E16883221675?Description=gaming&cm_re=gaming-_-83-221-675-_-Product
"CLX SET Gaming Desktop - AMD Ryzen 7 3800X 3.9GHz 8-Core Processor, 16GB DDR4 Memory, GeForce RTX 3060 12GB GDDR6 Graphics, 500GB NVMe M.2 SSD, 3TB HDD, WiFi, Win 10 Home 64-bit",$2079,https://www.newegg.com/clx-tgmsetrtm1611wm/p/3D5-000B-002G6?Description=gaming&cm_re=gaming-_-3D5-000B-002G6-_-Product
IPASON - Gaming Desktop - intel 12th i7 12700KF (12 Core up to 4.9GHz) -GeForce RTX 3060Ti 8GB  - 1TB SSD NVMe - 32GB(16GB*2) 3200MHz - Z690 Motherboard - WIFI - Windows 10 home - Gaming PC,$2099,https://www.newegg.com/p/3D5-001U-000X4?Description=gaming&cm_re=gaming-_-9SIAU1ZGDF6386-_-Product
"Skytech Blaze 3.0 Gaming PC Desktop –  AMD Ryzen 5 5600X 3.7GHz, RTX 3070 8GB GDDR6, 1TB NVMe, 16G DDR4 3000,  B550 Motherboard, 750W Gold PSU, AC Wi-Fi, Windows 10 Home 64-bit",$2099,https://www.newegg.com/skytech-st-blaze3-0-0161-nu-gaming-entertainment/p/1VK-005B-000R7?Description=gaming&cm_re=gaming-_-9SIA08CDS14319-_-Product
Yeyian Gaming Desktop Katana X21 Intel Core i7 12th Gen 12700KF (3.60 GHz) 16GB DDR4 1 TB NVMe Gen 4 SSD NVIDIA GeForce RTX 3070 Windows 11 Home 64-bit,$2099,https://www.newegg.com/yeyian-katana-x21/p/N82E16883630009?Description=gaming&cm_re=gaming-_-83-630-009-_-Product
MSI Gaming Desktop Creator P50 11TC-035US Intel Core i7 11th Gen 11700 (2.50GHz) 32GB DDR4 1 TB M.2 NVMe SSD NVIDIA GeForce RTX 3060 Windows 10 Pro 64-bit,$2121,https://www.newegg.com/msi-creator-p50-11tc-035us/p/N82E16883152871?Description=gaming&cm_re=gaming-_-83-152-871-_-Product
ABS Gladiator Gaming PC - Windows 10 Home - Intel i7 11700KF - GeForce RTX 3070 - G.Skill TridentZ RGB 16 GB DDR4 3200MHz - 1TB Intel M.2 NVMe SSD,$2199,https://www.newegg.com/abs-ali576/p/N82E16883360211?Description=gaming&cm_re=gaming-_-83-360-211-_-Product
MEK HERO G1 A5837 Gaming Desktop Powered By Zotac - Ryzen 7 5000 Series 5800X (3.80 GHz) NVIDIA GeForce RTX 3070 8 GB Dual-Channel 16 GB DDR4 1 TB HDD 1 TB PCIe NVMe SSD Windows 10 Home 64-bit,$2199,https://www.newegg.com/zotac-gh3070a5800x01bl-u-w2b/p/N82E16883218097?Description=gaming&cm_re=gaming-_-9SIAMFBGNZ5834-_-Product
"HP OMEN 25L RTX 3070 Gaming Desktop PC (AMD Ryzen 7 5800X RGB Liquid Cooled Processor, NVIDIA Graphics Card, Windows 10 Home, Glass Window, 512GB PCIe Gen 3 SSD, 16GB HyperX 3200MHz RGB DDR4 RAM)",$2199,https://www.newegg.com/hp-omen-25l/p/3D5-0005-00N63?Description=gaming&cm_re=gaming-_-3D5-0005-00N63-_-Product
Cobratype Gaming Desktop Racer Intel Core i7 12th Gen 12700KF (3.60 GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3060 Ti Windows 11 Pro 64-bit,$2199,https://www.newegg.com/cobratype-racer/p/N82E16883306002?Description=gaming&cm_re=gaming-_-83-306-002-_-Product
"MSI GP Series GP66 Leopard 11UH-032 15.6"" 240 Hz Intel Core i7 11th Gen 11800H (2.30GHz) NVIDIA GeForce RTX 3080 Laptop GPU 16 GB Memory 1 TB NVMe SSD Windows 10 Home 64-bit Gaming Laptop",$2199,https://www.newegg.com/core-black-msi-gp-series-gp66-leopard-11uh-032-gaming-entertainment/p/N82E16834155852?Description=gaming&cm_re=gaming-_-34-155-852-_-Product
"Eluktronics MAX-17 Covert Gamer QHD 165Hz Gaming Laptop PC: AMD Ryzen 9 5900HX 8-Core CPU 8GB GDDR6 NVIDIA GeForce RTX 3070 GPU 17.3"" 100% sRGB Display Windows 10 Home 512GB NVMe SSD & 16GB DDR4 RAM",$2199,https://www.newegg.com/p/2WC-000M-001G9?Description=gaming&cm_re=gaming-_-2WC-000M-001G9-_-Product
"CLX SET Gaming Desktop - AMD Ryzen 9 3900X 3.8GHz 12-Core Processor, 16GB DDR4 Memory, GeForce RTX 3060 12GB GDDR6 Graphics, 500GB SSD, 3TB HDD, WiFi, Windows 10 Home 64-bit",$2199,https://www.newegg.com/p/3D5-000B-002B4?Description=gaming&cm_re=gaming-_-3D5-000B-002B4-_-Product
"Cobratype Anaconda Gaming Desktop PC - Intel i9-10900F, RTX 3060, 32GB DDR4, 1TB NVMe - Free AIO Liquid Cooler While Supplies Last",$2249,https://www.newegg.com/p/3D5-000D-000M0?Description=gaming&cm_re=gaming-_-3D5-000D-000M0-_-Product
"Cobratype Canebrake Gaming Desktop PC - Ryzen 5600X, RTX 3060, 32GB DDR4, 2TB NVMe, AIO Liquid Cooler, Windows 10 Pro",$2249,https://www.newegg.com/p/3D5-000D-000R8?Description=gaming&cm_re=gaming-_-3D5-000D-000R8-_-Product
ASUS TUF Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 Video Card TUF-RTX3080TI-O12G-GAMING,$2252,https://www.newegg.com/asus-geforce-rtx-3080-ti-tuf-rtx3080ti-o12g-gaming/p/N82E16814126509?Description=gaming&cm_re=gaming-_-14-126-509-_-Product
"Asus ROG 3070 Gaming Desktop, Intel 8-Core i7-11700F, GeForce RTX 3070, 32GB RAM, 1TB PCIe SSD+1TB HDD, RGB, USB-C, Wi-Fi 6, HDMI/DP, RJ-45, Mytrix Webcam, Win 10",$2279,https://www.newegg.com/p/3D5-000F-00WS4?Description=gaming&cm_re=gaming-_-3D5-000F-00WS4-_-Product
CyberpowerPC Gaming Desktop Gamer Supreme SLC10760CPG Intel Core i7 11th Gen 11700KF (3.60 GHz) 16 GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Ti Windows 10 Home 64-bit,$2289,https://www.newegg.com/cyberpowerpc-slc10760cpg-gamer-supreme/p/N82E16883230651?Description=gaming&cm_re=gaming-_-9SIA4P0H1H6583-_-Product
"Cobratype Cascabel Gaming Desktop PC - Ryzen 5800X, RTX 3060, 32GB DDR4, 2TB NVMe, AIO Liquid Cooler, Windows 10 Pro",$2299,https://www.newegg.com/p/3D5-000D-000R6?Description=gaming&cm_re=gaming-_-3D5-000D-000R6-_-Product
"Cobratype Parias Gaming Desktop PC - Intel i9-10900F, RTX 3060, 32GB DDR4, 2TB NVMe, AIO Liquid Cooler, Windows 10 Pro",$2349,https://www.newegg.com/cobratype-parias3060/p/3D5-000D-000R9?Description=gaming&cm_re=gaming-_-3D5-000D-000R9-_-Product
"GIGABYTE AORUS 17G YD - 17.3"" FHD IPS Anti-Glare 300Hz, Intel Core i7, NVIDIA GeForce RTX 3080 Laptop GPU 8GB GDDR6, 32GB Memory, 512GB SSD, Win10 Home, Gaming Laptop (AORUS 17G YD-73US345SH)",$2349,https://www.newegg.com/p/N82E16834725165?Description=gaming&cm_re=gaming-_-34-725-165-_-Product
"CLX SET VR-Ready Gaming Desktop - AMD Ryzen 9 3900X 3.8GHz 12-Core Processor, 16GB DDR4 Memory, GeForce RTX 3060 Ti 8GB GDDR6 Graphics, 240GB SSD, 2TB HDD, WiFi, Windows 10 Home 64-bit",$2349,https://www.newegg.com/clx-tgmsetrth0c03bm/p/3D5-000B-001Y0?Description=gaming&cm_re=gaming-_-3D5-000B-001Y0-_-Product
"Asus ROG 3070 Gaming Desktop, Intel 8-Core i7-11700F, GeForce RTX 3070, 32GB RAM, 2TB PCIe SSD+1TB HDD, RGB, USB-C, Wi-Fi 6, HDMI/DP, RJ-45, Mytrix HDMI 2.1 Cable, Win 10",$2369,https://www.newegg.com/p/3D5-000F-00WS3?Description=gaming&cm_re=gaming-_-3D5-000F-00WS3-_-Product
"Cobratype Anaconda Gaming Desktop PC - Intel i9-10900F, RTX 3070, 32GB DDR4, 1TB NVMe - Free AIO Liquid Cooler While Supplies Last",$2449,https://www.newegg.com/cobratype-anaconda/p/3D5-000D-000K6?Item=9SIAHT3DS93696&Description=gaming&cm_re=gaming-_-9SIAHT3DS93696-_-Product&cm_sp=SP-_-574846-_-0-_-6-_-9SIAHT3DS93696-_-gaming-_-gaming-_-10
MSI Gaming Desktop Aegis RS 11TD-203US Intel Core i7 11th Gen 11700K (3.60GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Windows 10 Home 64-bit,$2449,https://www.newegg.com/msi-aegis-rs-11td-203us/p/N82E16883152778?Description=gaming&cm_re=gaming-_-83-152-778-_-Product
MSI Gaming Desktop Aegis R 11TE-097US Intel Core i7 11th Gen 11700 (2.50GHz) 16GB DDR4 3TB HDD 1 TB PCIe SSD NVIDIA GeForce RTX 3080 Windows 10 Home 64-bit,$2449,https://www.newegg.com/msi-aegis-r-11te-097us/p/N82E16883152766?Description=gaming&cm_re=gaming-_-83-152-766-_-Product
"CLX SET Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7GHz 12-Core Processor, 16GB DDR4 Memory, GeForce RTX 3060 12GB GDDR6 Graphics, 500GB NVMe M.2 SSD, 3TB HDD, WiFi, Win 10 Home 64-bit",$2449,https://www.newegg.com/clx-tgmsetrth1640bm/p/3D5-000B-002G3?Description=gaming&cm_re=gaming-_-3D5-000B-002G3-_-Product
CyberpowerPC Gaming Desktop Gamer Supreme Liquid Cool SLC10640CPG Ryzen 9 5000 Series 5950X (3.40 GHz) 16 GB DDR4 2 TB HDD 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Windows 10 Home 64-bit,$2507,https://www.newegg.com/cyberpowerpc-slc10640cpg-gamer-supreme-liquid-cool/p/N82E16883230592?Description=gaming&cm_re=gaming-_-9SIA4P0GKW5182-_-Product
"Velztorm Pilum Custom Built Powerful Gaming Desktop PC (AMD Ryzen 7 3700X 8-Core, 32GB RAM, 512GB PCIe SSD + 3TB HDD (3.5), NVIDIA GeForce RTX 3060, Wifi, 1xUSB 3.1, 5xUSB 3.0, 1xHDMI, Win 10 Pro)",$2539,https://www.newegg.com/p/3D5-000W-01FB8?Description=gaming&cm_re=gaming-_-3D5-000W-01FB8-_-Product
"ASUS ROG Strix NVIDIA GeForce RTX 3080 Ti OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1, Axial-tech Fan Design, 2.9-Slot, Super Alloy Power II, ASUS Auto-Extreme Technology)",$2568,https://www.newegg.com/asus-geforce-rtx-3080-ti-rog-strix-rtx3080ti-o12g-gaming/p/N82E16814126508?Description=gaming&cm_re=gaming-_-14-126-508-_-Product
Skytech Shiva - AMD Ryzen 5 5600X - RTX 3080 - 16 GB DDR4 3200 - 1 TB SSD - B550M - 750W Gold PSU - AC WiFi - Windows 10 Home - Gaming Desktop,$2599,https://www.newegg.com/skytech-st-shiva-0210-ne/p/N82E16883289096?Description=gaming&cm_re=gaming-_-9SIA08CH7A4731-_-Product
"Cobratype Titanoboa Gaming Desktop PC - Ryzen 5600X, RTX 3070 Ti, 16GB DDR4, 1TB NVMe, AIO Liquid Cooler, Windows 11 Pro",$2599,https://www.newegg.com/p/3D5-000D-00161?Item=9SIAHT3H886710&Description=gaming&cm_re=gaming-_-9SIAHT3H886710-_-Product&cm_sp=SP-_-574846-_-0-_-1-_-9SIAHT3H886710-_-gaming-_-gaming-_-9
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 9900KF 3.6GHz 8-Core Processor, 32GB DDR4 Memory, GeForce RTX 3060 Ti 8GB GDDR6 Graphics, 960GB SSD, 4TB HDD, WiFi, Windows 10 Home 64-bit",$2679,https://www.newegg.com/clx-tgmsetrth0c38bm/p/3D5-000B-00226?Description=gaming&cm_re=gaming-_-3D5-000B-00226-_-Product
"Skytech Omega Gaming PC Desktop – Intel i9-10900K 3.7GHz, RTX 3080 10G GDDR6X, 1TB NVMe, 16G DDR4 3200, Z490 Motherboard, 750W Gold PSU, 360mm AIO, AC Wi-Fi, Windows 10 Home 64-bit, Black",$2699,https://www.newegg.com/st-omegab-0208-skytech-omega-gaming-pc-desktop/p/3D5-000Z-00055?Description=gaming&cm_re=gaming-_-9SIA08CH7A4748-_-Product
"Cobratype Canebrake Gaming Desktop PC - NVIDIA RTX 3070 Ti, Ryzen 5 5600X, 32 GB DDR4, 2 TB NVMe,  AIO Liquid Cooler, Windows 11 Pro",$2749,https://www.newegg.com/p/3D5-000D-00153?Item=9SIAHT3H886554&Description=gaming&cm_re=gaming-_-9SIAHT3H886554-_-Product&cm_sp=SP-_-574846-_-0-_-6-_-9SIAHT3H886554-_-gaming-_-gaming-_-22
"Cobratype Anaconda Gaming Desktop PC - Intel i9-10900F, RTX 3070 Ti, 32GB DDR4, 1TB NVMe - Free AIO Liquid Cooler While Supplies Last",$2749,https://www.newegg.com/cobratype-anaconda/p/3D5-000D-000V0?Description=gaming&cm_re=gaming-_-3D5-000D-000V0-_-Product
"Cobratype Canebrake Gaming Desktop PC - NVIDIA RTX 3070 Ti, Ryzen 5 5600X, 32GB DDR4, 2TB NVMe, Windows 10, AIO Liquid Cooler",$2749,https://www.newegg.com/p/3D5-000D-000V6?Description=gaming&cm_re=gaming-_-3D5-000D-000V6-_-Product
"Asus ROG 3080 Gaming Desktop, Intel 11th 8-Core i7-11700KF, GeForce RTX 3080 10GB, 32GB DDR4 RAM, 1TB PCIe SSD+2TB HDD, USB-C, HDMI/DP, Wi-Fi 6, RJ-45, RGB, Mytrix Webcam, Win 10",$2769,https://www.newegg.com/p/3D5-000F-00YR2?Description=gaming&cm_re=gaming-_-3D5-000F-00YR2-_-Product
"Cobratype Python Gaming Desktop PC - NVIDIA RTX 3070 Ti, Core i7 11700F 4.90Ghz, 32GB DDR4, 2TB NVMe, Windows 10, AIO Liquid Cooler",$2799,https://www.newegg.com/p/3D5-000D-000V7?Description=gaming&cm_re=gaming-_-3D5-000D-000V7-_-Product
IPASON - Gaming Desktop - intel 12th i9 12900KF (16 Core up to 5.1GHz) -GeForce RTX 3060Ti 8GB  - 1TB SSD NVMe - 32GB(16GB*2) 3200MHz - Z690 Motherboard - WIFI - Windows 10 home - Gaming PC,$2799,https://www.newegg.com/p/3D5-001U-000X3?Description=gaming&cm_re=gaming-_-9SIAU1ZGDF6384-_-Product
"Cobratype Python Gaming Desktop PC - NVIDIA RTX 3070 Ti, Core i7 11700F 4.90Ghz, 32 GB DDR4, 2 TB NVMe, Windows 11, AIO Liquid Cooler",$2799,https://www.newegg.com/p/3D5-000D-00159?Item=9SIAHT3H886689&Description=gaming&cm_re=gaming-_-9SIAHT3H886689-_-Product&cm_sp=SP-_-574846-_-0-_-6-_-9SIAHT3H886689-_-gaming-_-gaming-_-18
"Cobratype Chimera Gaming Desktop PC - Intel Core i9-12900KF, NVIDIA RTX 3060, 32GB DDR4, 2 x 2TB NVMe, AIO Liquid Cooler, Windows 11 Pro",$2849,https://www.newegg.com/p/3D5-000D-00102?Item=9SIAHT3H076600&Description=gaming&cm_re=gaming-_-9SIAHT3H076600-_-Product&cm_sp=SP-_-574846-_-0-_-0-_-9SIAHT3H076600-_-gaming-_-gaming-_-21
"Velztorm Nix Custom Built Gaming Desktop PC Snow White (AMD Ryzen 5 5600X 6-Core, 32GB RAM, 1TB SATA SSD, NVIDIA GeForce RTX 3060, 1xUSB 3.2, 3xUSB 3.0, 1xHDMI, Win 10 Pro)",$2858,https://www.newegg.com/velztorm-nix/p/3D5-000W-05XG9?Description=gaming&cm_re=gaming-_-3D5-000W-05XG9-_-Product
"Cobratype Cascabel Gaming Desktop PC - Ryzen 7 5800X, NVIDIA RTX 3070 Ti, 32GB DDR4, 2TB NVMe, AIO Liquid Cooler",$2879,https://www.newegg.com/p/3D5-000D-000W1?Description=gaming&cm_re=gaming-_-3D5-000D-000W1-_-Product
"Cobratype Poison Gaming Desktop PC - Intel Core i9 11900F, NVIDIA RTX 3070 Ti, 32GB DDR4, 2TB NVMe, Windows 10, Free AIO Liquid Cooler While Supplies Last",$2949,https://www.newegg.com/p/3D5-000D-000V3?Description=gaming&cm_re=gaming-_-3D5-000D-000V3-_-Product
"Skytech Prism II Gaming PC Desktop – AMD Ryzen 7 5800X 3.8GHz, RTX 3080 10G GDDR6X, 1TB Gen4 SSD, 16G DDR4 3200, 750W Gold PSU, 360mm AIO, AC Wi-Fi, Windows 10 Home 64-bit",$2949,https://www.newegg.com/st-prismii-0159-skytech-prism-ii-gaming-pc-desktop/p/3D5-000Z-00051?Description=gaming&cm_re=gaming-_-9SIA08CH762146-_-Product
"Skytech PRISM II Gaming PC Desktop - AMD Ryzen 7 5800X, RTX 3080 10GB GDDR6X, 16GB DDR4 3200, 1TB Gen4 SSD, RGB Fans, AC Wi-Fi, Windows 10 Home 64-bit, Black",$2999,https://www.newegg.com/skytech-st-prism2-0282-b-ne-prism-ii/p/N82E16883289215?Description=gaming&cm_re=gaming-_-83-289-215-_-Product
"Cobratype Boomslang Gaming Desktop PC - Intel Core i7 12700KF, NVIDIA RTX 3070 Ti, 32 GB DDR4, 1 TB NVMe, AIO Liquid Cooler, Windows 11  Pro",$3099,https://www.newegg.com/p/3D5-000D-00126?Item=9SIAHT3H879693&Description=gaming&cm_re=gaming-_-9SIAHT3H879693-_-Product&cm_sp=SP-_-574846-_-0-_-6-_-9SIAHT3H879693-_-gaming-_-gaming-_-17
"Cobratype Bunzi Gaming Desktop PC - Intel Core i5 12600K, NVIDIA RTX 3070 Ti, 16 GB DDR5, 2 TB NVMe, AIO Liquid Cooler, Windows 11 Pro",$3099,https://www.newegg.com/p/3D5-000D-00149?Item=9SIAHT3H880967&Description=gaming&cm_re=gaming-_-9SIAHT3H880967-_-Product&cm_sp=SP-_-574846-_-0-_-0-_-9SIAHT3H880967-_-gaming-_-gaming-_-6
iBUYPOWER Gaming Desktop Trace5MR1003Ti Intel Core i7 11th Gen 11700KF (3.60GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3080 Ti Windows 10 Home 64-bit,$3222,https://www.newegg.com/ibuypower-trace5mr1003ti/p/N82E16883227944?Description=gaming&cm_re=gaming-_-83-227-944-_-Product
"Velztorm Caelix Custom Built Gaming Desktop PC (AMD Ryzen 7 - 5800X 8-Core, 32GB RAM, 512GB PCIe SSD + 2TB HDD (3.5), NVIDIA GeForce RTX 3070, Wifi, 4xUSB 3.0, 1xHDMI, Win 10 Home)",$3278,https://www.newegg.com/p/3D5-000W-02621?Description=gaming&cm_re=gaming-_-3D5-000W-02621-_-Product
ASUS TUF Gaming GeForce RTX 3090 24GB GDDR6X PCI Express 4.0 SLI Support Video Card TUF-RTX3090-O24G-GAMING,$3279,https://www.newegg.com/asus-geforce-rtx-3090-tuf-rtx3090-o24g-gaming/p/N82E16814126454?Description=gaming&cm_re=gaming-_-14-126-454-_-Product
